,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1339,BeeP-06-2013_NODE_659_length_639_cov_2_967972,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1340,BeeP-06-2013_NODE_680_length_623_cov_0_871795,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1341,BeeP-06-2013_NODE_704_length_606_cov_1_863894,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1342,BeeP-06-2013_NODE_72_length_2463_cov_5_668064,Unassigned,Unassigned,Unassigned,,Overlap (VC_155/VC_156),,,,,,,,,,
1343,BeeP-06-2013_NODE_797_length_536_cov_2_440087,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1344,BeeP-06-2013_NODE_798_length_533_cov_1_385965,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1345,BeeP-06-2013_NODE_803_length_527_cov_2_406667,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1346,BeeP-06-2013_NODE_814_length_521_cov_3_299550,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1347,BeeP-06-2013_NODE_820_length_519_cov_2_441176,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1348,BeeP-06-2013_NODE_98_length_2174_cov_3_661898,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1349,BeeP-07-2013_NODE_47_length_1224_cov_7_928509,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1350,BeeP-08-2013_NODE_12_length_2519_cov_9_964783,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1352,BeeP-08-2013_NODE_25_length_1878_cov_3_731816,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1356,BeeP-08-2013_NODE_9_length_2773_cov_13_231454,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1357,BeeP-09-2013_NODE_53_length_567_cov_1_469388,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1358,BeeP-09-2013_NODE_6_length_6240_cov_56_751420,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1359,BeeP-10-2013_NODE_12_length_2859_cov_6_048167,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1360,BeeP-10-2013_NODE_155_length_572_cov_2_961616,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1362,BeeP-10-2013_NODE_2_length_6894_cov_9_716151,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1363,BeeP-10-2013_NODE_3_length_5262_cov_3_458245,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1364,BeeP-11-2013_NODE_10011_length_517_cov_1_722727,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1365,BeeP-11-2013_NODE_10012_length_517_cov_1_684091,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1366,BeeP-11-2013_NODE_10014_length_517_cov_1_645455,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1368,BeeP-11-2013_NODE_1002_length_1818_cov_3_128087,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1369,BeeP-11-2013_NODE_10039_length_516_cov_2_234624,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1370,BeeP-11-2013_NODE_10050_length_516_cov_1_624146,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1371,BeeP-11-2013_NODE_10051_length_516_cov_1_612756,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1372,BeeP-11-2013_NODE_10053_length_516_cov_1_473804,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1373,BeeP-11-2013_NODE_10056_length_516_cov_1_384966,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1374,BeeP-11-2013_NODE_10060_length_516_cov_1_111617,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1375,BeeP-11-2013_NODE_10061_length_516_cov_1_086560,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1376,BeeP-11-2013_NODE_10077_length_515_cov_2_415525,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1377,BeeP-11-2013_NODE_1007_length_1811_cov_3_285467,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1378,BeeP-11-2013_NODE_10086_length_515_cov_1_648402,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1380,BeeP-11-2013_NODE_10091_length_515_cov_1_417808,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1381,BeeP-11-2013_NODE_10098_length_515_cov_1_070776,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1382,BeeP-11-2013_NODE_1009_length_1809_cov_11_408199,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1384,BeeP-11-2013_NODE_10106_length_514_cov_3_814645,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1385,BeeP-11-2013_NODE_10107_length_514_cov_3_375286,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1386,BeeP-11-2013_NODE_10108_length_514_cov_3_267735,Unassigned,Unassigned,Unassigned,,Overlap (VC_229/VC_230),,,,,,,,,,
1387,BeeP-11-2013_NODE_10128_length_514_cov_1_846682,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1388,BeeP-11-2013_NODE_1012_length_1808_cov_4_152513,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1389,BeeP-11-2013_NODE_10138_length_514_cov_1_427918,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1390,BeeP-11-2013_NODE_10150_length_514_cov_0_892449,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1391,BeeP-11-2013_NODE_10153_length_513_cov_5_309633,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1392,BeeP-11-2013_NODE_10154_length_513_cov_5_034404,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1393,BeeP-11-2013_NODE_10160_length_513_cov_3_006881,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1394,BeeP-11-2013_NODE_10173_length_513_cov_2_036697,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1395,BeeP-11-2013_NODE_1017_length_1804_cov_3_959467,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1396,BeeP-11-2013_NODE_10190_length_513_cov_1_444954,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1397,BeeP-11-2013_NODE_1019_length_1803_cov_6_129200,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1399,BeeP-11-2013_NODE_10201_length_512_cov_5_933333,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1400,BeeP-11-2013_NODE_1020_length_1803_cov_5_203940,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1401,BeeP-11-2013_NODE_10214_length_512_cov_2_420690,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1402,BeeP-11-2013_NODE_1021_length_1802_cov_6_662029,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1403,BeeP-11-2013_NODE_10220_length_512_cov_2_112644,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1404,BeeP-11-2013_NODE_10229_length_512_cov_1_524138,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1406,BeeP-11-2013_NODE_10264_length_511_cov_1_976959,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1407,BeeP-11-2013_NODE_10270_length_511_cov_1_594470,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1408,BeeP-11-2013_NODE_10271_length_511_cov_1_578341,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1409,BeeP-11-2013_NODE_10272_length_511_cov_1_536866,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1410,BeeP-11-2013_NODE_10282_length_511_cov_1_138249,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1411,BeeP-11-2013_NODE_10290_length_510_cov_4_875289,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1413,BeeP-11-2013_NODE_102_length_8689_cov_18_793196,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1414,BeeP-11-2013_NODE_10300_length_510_cov_2_524249,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1415,BeeP-11-2013_NODE_10314_length_510_cov_1_755196,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1416,BeeP-11-2013_NODE_10324_length_510_cov_1_314088,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1417,BeeP-11-2013_NODE_10330_length_510_cov_1_050808,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1418,BeeP-11-2013_NODE_10333_length_510_cov_0_942263,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1419,BeeP-11-2013_NODE_10337_length_509_cov_3_423611,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1420,BeeP-11-2013_NODE_1033_length_1790_cov_11_423234,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1421,BeeP-11-2013_NODE_10348_length_509_cov_2_495370,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1422,BeeP-11-2013_NODE_1035_length_1788_cov_4_946815,Unassigned,Unassigned,Unassigned,,Overlap (VC_263/VC_264),,,,,,,,,,
1423,BeeP-11-2013_NODE_10365_length_509_cov_1_300926,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1424,BeeP-11-2013_NODE_10384_length_508_cov_2_698376,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1425,BeeP-11-2013_NODE_10385_length_508_cov_2_658933,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1427,BeeP-11-2013_NODE_10393_length_508_cov_1_872390,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1428,BeeP-11-2013_NODE_10394_length_508_cov_1_863109,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1429,BeeP-11-2013_NODE_10397_length_508_cov_1_633411,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1430,BeeP-11-2013_NODE_103_length_8620_cov_10_322018,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1431,BeeP-11-2013_NODE_10404_length_508_cov_1_450116,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1432,BeeP-11-2013_NODE_1040_length_1784_cov_5_909197,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1433,BeeP-11-2013_NODE_10412_length_508_cov_1_062645,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1434,BeeP-11-2013_NODE_10417_length_507_cov_6_897674,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1436,BeeP-11-2013_NODE_10430_length_507_cov_2_655814,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1437,BeeP-11-2013_NODE_10445_length_507_cov_1_737209,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1438,BeeP-11-2013_NODE_1045_length_1782_cov_2_473314,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1439,BeeP-11-2013_NODE_10460_length_507_cov_0_786047,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1440,BeeP-11-2013_NODE_10469_length_506_cov_2_689977,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1441,BeeP-11-2013_NODE_10482_length_506_cov_2_060606,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1442,BeeP-11-2013_NODE_10496_length_506_cov_1_589744,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1444,BeeP-11-2013_NODE_10500_length_506_cov_1_447552,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1445,BeeP-11-2013_NODE_10517_length_505_cov_4_184579,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1446,BeeP-11-2013_NODE_10518_length_505_cov_3_539720,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1447,BeeP-11-2013_NODE_10527_length_505_cov_2_551402,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1448,BeeP-11-2013_NODE_10531_length_505_cov_2_343458,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1449,BeeP-11-2013_NODE_10536_length_505_cov_2_135514,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1450,BeeP-11-2013_NODE_10542_length_505_cov_1_721963,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1451,BeeP-11-2013_NODE_10547_length_505_cov_1_495327,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1452,BeeP-11-2013_NODE_1054_length_1773_cov_7_237618,Unassigned,Unassigned,Unassigned,,Overlap (VC_38/VC_39/VC_43),,,,,,,,,,
1453,BeeP-11-2013_NODE_10558_length_505_cov_0_995327,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1454,BeeP-11-2013_NODE_10562_length_505_cov_0_665888,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1455,BeeP-11-2013_NODE_10568_length_504_cov_3_533958,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1458,BeeP-11-2013_NODE_10582_length_504_cov_1_934426,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1459,BeeP-11-2013_NODE_10590_length_504_cov_1_718970,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1460,BeeP-11-2013_NODE_10591_length_504_cov_1_711944,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1462,BeeP-11-2013_NODE_10611_length_503_cov_4_392019,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1463,BeeP-11-2013_NODE_10624_length_503_cov_2_284038,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1464,BeeP-11-2013_NODE_1062_length_1768_cov_22_426375,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1465,BeeP-11-2013_NODE_10633_length_503_cov_1_868545,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1466,BeeP-11-2013_NODE_1063_length_1768_cov_6_115908,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1467,BeeP-11-2013_NODE_10641_length_503_cov_1_638498,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1468,BeeP-11-2013_NODE_10646_length_503_cov_1_483568,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1469,BeeP-11-2013_NODE_10647_length_503_cov_1_460094,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1472,BeeP-11-2013_NODE_10655_length_503_cov_1_241784,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1473,BeeP-11-2013_NODE_10660_length_503_cov_0_551643,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1474,BeeP-11-2013_NODE_10668_length_502_cov_3_237647,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1475,BeeP-11-2013_NODE_1066_length_1764_cov_3_470658,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1476,BeeP-11-2013_NODE_1067_length_1762_cov_7_089614,Unassigned,Unassigned,Unassigned,,Overlap (VC_404/VC_487),,,,,,,,,,
1477,BeeP-11-2013_NODE_10682_length_502_cov_1_865882,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1478,BeeP-11-2013_NODE_10683_length_502_cov_1_821176,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1479,BeeP-11-2013_NODE_10692_length_502_cov_1_574118,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1480,BeeP-11-2013_NODE_106_length_8517_cov_46_099763,Unassigned,Unassigned,Unassigned,,Overlap (VC_55/VC_263),,,,,,,,,,
1481,BeeP-11-2013_NODE_1070_length_1758_cov_2_494349,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1482,BeeP-11-2013_NODE_10711_length_502_cov_0_898824,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1483,BeeP-11-2013_NODE_1071_length_1757_cov_7_380357,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1484,BeeP-11-2013_NODE_10734_length_501_cov_1_794811,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1485,BeeP-11-2013_NODE_10737_length_501_cov_1_719340,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1486,BeeP-11-2013_NODE_1073_length_1755_cov_12_707390,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1487,BeeP-11-2013_NODE_10745_length_501_cov_1_431604,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1488,BeeP-11-2013_NODE_10747_length_501_cov_1_285377,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1489,BeeP-11-2013_NODE_1074_length_1754_cov_4_138342,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1490,BeeP-11-2013_NODE_107_length_8505_cov_22_606668,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1491,BeeP-11-2013_NODE_1084_length_1745_cov_6_140288,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1493,BeeP-11-2013_NODE_1089_length_1741_cov_3_985577,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1494,BeeP-11-2013_NODE_108_length_8344_cov_9_333737,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1495,BeeP-11-2013_NODE_1094_length_1737_cov_4_363855,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1496,BeeP-11-2013_NODE_1095_length_1737_cov_2_942169,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1497,BeeP-11-2013_NODE_1099_length_1733_cov_6_807367,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1498,BeeP-11-2013_NODE_109_length_8227_cov_11_958773,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1500,BeeP-11-2013_NODE_1102_length_1727_cov_19_499394,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1501,BeeP-11-2013_NODE_1106_length_1725_cov_8_229976,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1504,BeeP-11-2013_NODE_1114_length_1716_cov_7_851739,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1505,BeeP-11-2013_NODE_1115_length_1716_cov_3_409396,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1507,BeeP-11-2013_NODE_111_length_8170_cov_8_958606,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1508,BeeP-11-2013_NODE_1120_length_1713_cov_6_567237,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1509,BeeP-11-2013_NODE_1121_length_1713_cov_3_689487,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1511,BeeP-11-2013_NODE_1125_length_1710_cov_8_333742,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1512,BeeP-11-2013_NODE_1126_length_1710_cov_3_007348,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1513,BeeP-11-2013_NODE_1127_length_1709_cov_7_543505,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1515,BeeP-11-2013_NODE_112_length_8082_cov_21_752530,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1516,BeeP-11-2013_NODE_1130_length_1706_cov_2_868017,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1517,BeeP-11-2013_NODE_1132_length_1704_cov_3_907191,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1518,BeeP-11-2013_NODE_1135_length_1703_cov_7_271833,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1519,BeeP-11-2013_NODE_1138_length_1701_cov_3_858990,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1521,BeeP-11-2013_NODE_1140_length_1699_cov_5_230580,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1522,BeeP-11-2013_NODE_1143_length_1697_cov_3_861111,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1523,BeeP-11-2013_NODE_1144_length_1695_cov_11_563041,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1524,BeeP-11-2013_NODE_1145_length_1694_cov_10_703154,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1525,BeeP-11-2013_NODE_1147_length_1693_cov_9_358911,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1527,BeeP-11-2013_NODE_1149_length_1689_cov_3_584988,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1528,BeeP-11-2013_NODE_114_length_8002_cov_14_426877,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1530,BeeP-11-2013_NODE_1158_length_1678_cov_14_569019,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1531,BeeP-11-2013_NODE_115_length_7957_cov_10_297843,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1532,BeeP-11-2013_NODE_1160_length_1676_cov_5_774859,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1533,BeeP-11-2013_NODE_1161_length_1675_cov_4_342303,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1534,BeeP-11-2013_NODE_1162_length_1675_cov_4_227159,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1535,BeeP-11-2013_NODE_1165_length_1672_cov_37_252038,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1537,BeeP-11-2013_NODE_116_length_7875_cov_14_918697,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1538,BeeP-11-2013_NODE_1172_length_1663_cov_3_071879,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1540,BeeP-11-2013_NODE_1174_length_1661_cov_4_592172,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1541,BeeP-11-2013_NODE_1175_length_1661_cov_3_093434,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1543,BeeP-11-2013_NODE_1183_length_1650_cov_25_108709,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1544,BeeP-11-2013_NODE_1187_length_1647_cov_4_611465,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1545,BeeP-11-2013_NODE_1188_length_1647_cov_2_670064,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1546,BeeP-11-2013_NODE_118_length_7717_cov_12_595942,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1547,BeeP-11-2013_NODE_1190_length_1646_cov_3_333333,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1549,BeeP-11-2013_NODE_1194_length_1640_cov_6_445937,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1550,BeeP-11-2013_NODE_1198_length_1639_cov_5_592190,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1551,BeeP-11-2013_NODE_1199_length_1639_cov_3_647887,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1552,BeeP-11-2013_NODE_119_length_7705_cov_12_708049,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1554,BeeP-11-2013_NODE_1200_length_1637_cov_26_232051,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1556,BeeP-11-2013_NODE_1205_length_1635_cov_5_020539,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1557,BeeP-11-2013_NODE_1208_length_1634_cov_2_902376,Unassigned,Unassigned,Unassigned,,Overlap (VC_482/VC_483),,,,,,,,,,
1559,BeeP-11-2013_NODE_1212_length_1631_cov_3_579794,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1560,BeeP-11-2013_NODE_1215_length_1628_cov_2_862025,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1561,BeeP-11-2013_NODE_1218_length_1622_cov_2_831715,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1563,BeeP-11-2013_NODE_1222_length_1617_cov_8_407143,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1566,BeeP-11-2013_NODE_1235_length_1606_cov_2_372139,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1568,BeeP-11-2013_NODE_1238_length_1602_cov_6_084590,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1569,BeeP-11-2013_NODE_123_length_7327_cov_38_954897,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1570,BeeP-11-2013_NODE_1242_length_1599_cov_2_450066,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1571,BeeP-11-2013_NODE_1243_length_1599_cov_2_198423,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1572,BeeP-11-2013_NODE_1245_length_1597_cov_5_310526,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1576,BeeP-11-2013_NODE_1251_length_1593_cov_2_223615,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1578,BeeP-11-2013_NODE_125_length_7203_cov_13_122930,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1579,BeeP-11-2013_NODE_1260_length_1584_cov_10_082283,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1581,BeeP-11-2013_NODE_1264_length_1583_cov_10_029880,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1582,BeeP-11-2013_NODE_1269_length_1579_cov_5_762983,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1583,BeeP-11-2013_NODE_126_length_7198_cov_20_322005,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1584,BeeP-11-2013_NODE_1274_length_1576_cov_3_745163,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1586,BeeP-11-2013_NODE_1283_length_1571_cov_7_192771,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1587,BeeP-11-2013_NODE_1284_length_1571_cov_4_457831,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1588,BeeP-11-2013_NODE_1289_length_1569_cov_6_271448,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1590,BeeP-11-2013_NODE_1290_length_1569_cov_2_323727,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1591,BeeP-11-2013_NODE_1295_length_1567_cov_13_964430,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1592,BeeP-11-2013_NODE_1297_length_1566_cov_5_616521,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1595,BeeP-11-2013_NODE_1304_length_1564_cov_4_226631,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
