,Group
BeeP-11-2013_NODE_6271_length_640_cov_3_671403,Low coverage
BeeP-11-2013_NODE_6273_length_640_cov_3_428064,Low coverage
BeeP-11-2013_NODE_6276_length_640_cov_2_980462,Low coverage
BeeP-11-2013_NODE_6286_length_640_cov_2_083481,Low coverage
BeeP-11-2013_NODE_6287_length_640_cov_2_039076,Low coverage
BeeP-11-2013_NODE_6299_length_639_cov_2_919929,Low coverage
BeeP-11-2013_NODE_6300_length_639_cov_2_795374,Low coverage
BeeP-11-2013_NODE_6314_length_638_cov_25_748663,Low coverage
BeeP-11-2013_NODE_6321_length_638_cov_2_545455,Low coverage
BeeP-11-2013_NODE_6328_length_638_cov_1_454545,Low coverage
BeeP-11-2013_NODE_6330_length_638_cov_1_028520,Low coverage
BeeP-11-2013_NODE_6335_length_637_cov_4_800000,Low coverage
BeeP-11-2013_NODE_6346_length_637_cov_1_610714,Low coverage
BeeP-11-2013_NODE_6355_length_636_cov_1_971377,Low coverage
BeeP-11-2013_NODE_6358_length_636_cov_1_819320,Low coverage
BeeP-11-2013_NODE_6364_length_635_cov_5_537634,Low coverage
BeeP-11-2013_NODE_6367_length_635_cov_4_084229,Low coverage
BeeP-11-2013_NODE_6382_length_635_cov_1_431900,Low coverage
BeeP-11-2013_NODE_6387_length_634_cov_4_165171,Low coverage
BeeP-11-2013_NODE_6395_length_634_cov_2_159785,Low coverage
BeeP-11-2013_NODE_6397_length_634_cov_1_671454,Low coverage
BeeP-11-2013_NODE_6404_length_633_cov_4_708633,Low coverage
BeeP-11-2013_NODE_6408_length_633_cov_3_151079,Low coverage
BeeP-11-2013_NODE_6411_length_633_cov_2_161871,Low coverage
BeeP-11-2013_NODE_6418_length_633_cov_1_830935,Low coverage
BeeP-11-2013_NODE_6419_length_633_cov_1_820144,Low coverage
BeeP-11-2013_NODE_6421_length_633_cov_1_496403,Low coverage
BeeP-11-2013_NODE_6429_length_632_cov_3_823423,Low coverage
BeeP-11-2013_NODE_6433_length_632_cov_3_102703,Low coverage
BeeP-11-2013_NODE_6435_length_632_cov_2_619820,Low coverage
BeeP-11-2013_NODE_6436_length_632_cov_2_538739,Low coverage
BeeP-11-2013_NODE_6443_length_632_cov_1_493694,Low coverage
BeeP-11-2013_NODE_6453_length_631_cov_3_440433,Low coverage
BeeP-11-2013_NODE_6468_length_631_cov_2_164260,Low coverage
BeeP-11-2013_NODE_6483_length_630_cov_2_216998,Low coverage
BeeP-11-2013_NODE_6494_length_630_cov_1_385172,Low coverage
BeeP-11-2013_NODE_6497_length_630_cov_0_848101,Low coverage
BeeP-11-2013_NODE_6510_length_629_cov_1_896739,Low coverage
BeeP-11-2013_NODE_6513_length_629_cov_1_331522,Low coverage
BeeP-11-2013_NODE_6515_length_629_cov_1_204710,Low coverage
BeeP-11-2013_NODE_6519_length_628_cov_3_760436,Low coverage
BeeP-11-2013_NODE_6522_length_628_cov_3_136116,Low coverage
BeeP-11-2013_NODE_6524_length_628_cov_2_529946,Low coverage
BeeP-11-2013_NODE_6525_length_628_cov_1_638838,Low coverage
BeeP-11-2013_NODE_6528_length_628_cov_1_397459,Low coverage
BeeP-11-2013_NODE_6537_length_627_cov_3_629091,Low coverage
BeeP-11-2013_NODE_6560_length_626_cov_5_479053,Low coverage
BeeP-11-2013_NODE_6564_length_626_cov_4_444444,Low coverage
BeeP-11-2013_NODE_6570_length_626_cov_2_706740,Low coverage
BeeP-11-2013_NODE_6575_length_626_cov_2_187614,Low coverage
BeeP-11-2013_NODE_6576_length_626_cov_1_861566,Low coverage
BeeP-11-2013_NODE_6580_length_626_cov_1_526412,Low coverage
BeeP-11-2013_NODE_6589_length_625_cov_2_388686,Low coverage
BeeP-11-2013_NODE_6590_length_625_cov_2_043796,Low coverage
BeeP-11-2013_NODE_6593_length_625_cov_1_374088,Low coverage
BeeP-11-2013_NODE_6597_length_624_cov_4_574040,Low coverage
BeeP-11-2013_NODE_6598_length_624_cov_4_135283,Low coverage
BeeP-11-2013_NODE_6600_length_624_cov_3_961609,High coverage
BeeP-11-2013_NODE_6608_length_624_cov_2_016453,Low coverage
BeeP-11-2013_NODE_6611_length_624_cov_1_923218,Low coverage
BeeP-11-2013_NODE_6612_length_624_cov_1_789762,Low coverage
BeeP-11-2013_NODE_6624_length_623_cov_3_419414,Low coverage
BeeP-11-2013_NODE_6626_length_623_cov_2_913919,Low coverage
BeeP-11-2013_NODE_6637_length_623_cov_2_007326,Low coverage
BeeP-11-2013_NODE_6645_length_623_cov_1_064103,Low coverage
BeeP-11-2013_NODE_6663_length_622_cov_1_339450,Low coverage
BeeP-11-2013_NODE_6666_length_621_cov_6_711397,Low coverage
BeeP-11-2013_NODE_6667_length_621_cov_4_454044,Low coverage
BeeP-11-2013_NODE_6672_length_621_cov_3_034926,Low coverage
BeeP-11-2013_NODE_6676_length_621_cov_2_639706,Low coverage
BeeP-11-2013_NODE_6683_length_621_cov_1_865809,Low coverage
BeeP-11-2013_NODE_6688_length_621_cov_0_944853,Low coverage
BeeP-11-2013_NODE_6696_length_620_cov_2_906077,Low coverage
BeeP-11-2013_NODE_6698_length_620_cov_2_823204,Low coverage
BeeP-11-2013_NODE_6702_length_620_cov_2_237569,Low coverage
BeeP-11-2013_NODE_6710_length_620_cov_1_508287,Low coverage
BeeP-11-2013_NODE_6717_length_619_cov_4_601476,Low coverage
BeeP-11-2013_NODE_6725_length_619_cov_2_738007,Low coverage
BeeP-11-2013_NODE_6727_length_619_cov_2_500000,Low coverage
BeeP-11-2013_NODE_6728_length_619_cov_2_429889,Low coverage
BeeP-11-2013_NODE_6729_length_619_cov_2_398524,Low coverage
BeeP-11-2013_NODE_6743_length_618_cov_2_463956,Low coverage
BeeP-11-2013_NODE_6754_length_618_cov_1_042514,Low coverage
BeeP-11-2013_NODE_6756_length_617_cov_5_955556,Low coverage
BeeP-11-2013_NODE_6760_length_617_cov_3_279630,Low coverage
BeeP-11-2013_NODE_6761_length_617_cov_3_181481,Low coverage
BeeP-11-2013_NODE_6767_length_617_cov_2_581481,Low coverage
BeeP-11-2013_NODE_6794_length_616_cov_1_771800,Low coverage
BeeP-11-2013_NODE_6811_length_615_cov_2_098513,Low coverage
BeeP-11-2013_NODE_6815_length_615_cov_1_704461,Low coverage
BeeP-11-2013_NODE_6818_length_615_cov_1_436803,Low coverage
BeeP-11-2013_NODE_6825_length_614_cov_2_651769,Low coverage
BeeP-11-2013_NODE_6836_length_614_cov_1_590317,Low coverage
BeeP-11-2013_NODE_6837_length_614_cov_1_527002,Low coverage
BeeP-11-2013_NODE_6843_length_613_cov_4_486940,Low coverage
BeeP-11-2013_NODE_6846_length_613_cov_3_445896,Low coverage
BeeP-11-2013_NODE_6854_length_613_cov_1_973881,Low coverage
BeeP-11-2013_NODE_6860_length_613_cov_1_701493,Low coverage
BeeP-11-2013_NODE_6861_length_613_cov_1_619403,Low coverage
BeeP-11-2013_NODE_6864_length_613_cov_1_333955,Low coverage
BeeP-11-2013_NODE_6867_length_612_cov_4_601869,Low coverage
BeeP-11-2013_NODE_6875_length_612_cov_2_003738,Low coverage
BeeP-11-2013_NODE_6877_length_612_cov_1_882243,Low coverage
BeeP-11-2013_NODE_6884_length_612_cov_1_355140,Low coverage
BeeP-11-2013_NODE_6885_length_612_cov_1_327103,Low coverage
BeeP-11-2013_NODE_6892_length_611_cov_3_234082,Low coverage
BeeP-11-2013_NODE_6907_length_611_cov_1_282772,Low coverage
BeeP-11-2013_NODE_6910_length_610_cov_3_712946,Low coverage
BeeP-11-2013_NODE_6924_length_610_cov_1_499062,Low coverage
BeeP-11-2013_NODE_6928_length_610_cov_1_317073,Low coverage
BeeP-11-2013_NODE_6946_length_609_cov_1_979323,Low coverage
BeeP-11-2013_NODE_6965_length_608_cov_2_598870,Low coverage
BeeP-11-2013_NODE_6974_length_607_cov_6_703774,Low coverage
BeeP-11-2013_NODE_6975_length_607_cov_4_796226,Low coverage
BeeP-11-2013_NODE_6976_length_607_cov_3_754717,Low coverage
BeeP-11-2013_NODE_6984_length_607_cov_2_005660,Low coverage
BeeP-11-2013_NODE_6992_length_607_cov_1_571698,Low coverage
BeeP-11-2013_NODE_7000_length_607_cov_1_071698,Low coverage
BeeP-11-2013_NODE_7003_length_606_cov_8_005671,Low coverage
BeeP-11-2013_NODE_7006_length_606_cov_5_349716,Low coverage
BeeP-11-2013_NODE_7013_length_606_cov_2_729679,Low coverage
BeeP-11-2013_NODE_7016_length_606_cov_2_003781,Low coverage
BeeP-11-2013_NODE_7020_length_606_cov_1_646503,Low coverage
BeeP-11-2013_NODE_7027_length_606_cov_0_979206,Low coverage
BeeP-11-2013_NODE_7033_length_605_cov_2_441288,Low coverage
BeeP-11-2013_NODE_7039_length_605_cov_1_886364,Low coverage
BeeP-11-2013_NODE_7047_length_605_cov_1_104167,Low coverage
BeeP-11-2013_NODE_7053_length_604_cov_5_039848,Low coverage
BeeP-11-2013_NODE_7059_length_604_cov_2_079696,Low coverage
BeeP-11-2013_NODE_7061_length_604_cov_2_068311,Low coverage
BeeP-11-2013_NODE_7063_length_604_cov_2_058824,Low coverage
BeeP-11-2013_NODE_7066_length_604_cov_1_789374,Low coverage
BeeP-11-2013_NODE_7068_length_604_cov_1_743833,Low coverage
BeeP-11-2013_NODE_7069_length_604_cov_1_662239,Low coverage
BeeP-11-2013_NODE_7074_length_604_cov_1_261860,Low coverage
BeeP-11-2013_NODE_7084_length_603_cov_1_906844,Low coverage
BeeP-11-2013_NODE_7093_length_602_cov_26_232381,Low coverage
BeeP-11-2013_NODE_7095_length_602_cov_4_017143,Low coverage
BeeP-11-2013_NODE_7096_length_602_cov_3_960000,Low coverage
BeeP-11-2013_NODE_7100_length_602_cov_2_700952,Low coverage
BeeP-11-2013_NODE_7103_length_602_cov_2_481905,Low coverage
BeeP-11-2013_NODE_7109_length_602_cov_1_980952,Low coverage
BeeP-11-2013_NODE_7110_length_602_cov_1_893333,Low coverage
BeeP-11-2013_NODE_7124_length_601_cov_2_982824,Low coverage
BeeP-11-2013_NODE_7126_length_601_cov_2_746183,Low coverage
BeeP-11-2013_NODE_7128_length_601_cov_2_650763,Low coverage
BeeP-11-2013_NODE_7131_length_601_cov_2_082061,Low coverage
BeeP-11-2013_NODE_7158_length_600_cov_1_957935,Low coverage
BeeP-11-2013_NODE_7170_length_600_cov_1_269598,Low coverage
BeeP-11-2013_NODE_7185_length_599_cov_2_674330,Low coverage
BeeP-11-2013_NODE_7189_length_599_cov_2_344828,Low coverage
BeeP-11-2013_NODE_7194_length_599_cov_1_693487,Low coverage
BeeP-11-2013_NODE_7201_length_598_cov_4_485605,Low coverage
BeeP-11-2013_NODE_7206_length_598_cov_2_746641,Low coverage
BeeP-11-2013_NODE_7207_length_598_cov_2_575816,Low coverage
BeeP-11-2013_NODE_7220_length_598_cov_1_483685,Low coverage
BeeP-11-2013_NODE_7221_length_598_cov_1_341651,Low coverage
BeeP-11-2013_NODE_7227_length_597_cov_4_813462,Low coverage
BeeP-11-2013_NODE_7229_length_597_cov_3_667308,Low coverage
BeeP-11-2013_NODE_7235_length_597_cov_2_319231,Low coverage
BeeP-11-2013_NODE_7241_length_597_cov_2_059615,Low coverage
BeeP-11-2013_NODE_7242_length_597_cov_1_919231,Low coverage
BeeP-11-2013_NODE_7245_length_597_cov_1_775000,Low coverage
BeeP-11-2013_NODE_7263_length_596_cov_2_701349,Low coverage
BeeP-11-2013_NODE_7269_length_596_cov_1_822736,Low coverage
BeeP-11-2013_NODE_7279_length_595_cov_2_814672,Low coverage
BeeP-11-2013_NODE_7281_length_595_cov_2_583012,Low coverage
BeeP-11-2013_NODE_7287_length_595_cov_2_276062,Low coverage
BeeP-11-2013_NODE_7291_length_595_cov_1_969112,Low coverage
BeeP-11-2013_NODE_7307_length_594_cov_3_228240,Low coverage
BeeP-11-2013_NODE_7308_length_594_cov_3_131528,Low coverage
BeeP-11-2013_NODE_7309_length_594_cov_3_083172,Low coverage
BeeP-11-2013_NODE_7314_length_594_cov_2_856867,Low coverage
BeeP-11-2013_NODE_7321_length_594_cov_1_746615,Low coverage
BeeP-11-2013_NODE_7328_length_594_cov_1_061896,Low coverage
BeeP-11-2013_NODE_7330_length_593_cov_4_224806,Low coverage
BeeP-11-2013_NODE_7336_length_593_cov_2_676357,Low coverage
BeeP-11-2013_NODE_7340_length_593_cov_2_182171,Low coverage
BeeP-11-2013_NODE_7355_length_592_cov_4_382524,Low coverage
BeeP-11-2013_NODE_7360_length_592_cov_2_875728,Low coverage
BeeP-11-2013_NODE_7361_length_592_cov_2_838835,Low coverage
BeeP-11-2013_NODE_7363_length_592_cov_2_724272,Low coverage
BeeP-11-2013_NODE_7369_length_592_cov_2_250485,Low coverage
BeeP-11-2013_NODE_7370_length_592_cov_2_145631,Low coverage
BeeP-11-2013_NODE_7371_length_592_cov_2_091262,Low coverage
BeeP-11-2013_NODE_7377_length_592_cov_1_679612,Low coverage
BeeP-11-2013_NODE_7379_length_592_cov_1_506796,Low coverage
BeeP-11-2013_NODE_7385_length_591_cov_5_284047,Low coverage
BeeP-11-2013_NODE_7400_length_591_cov_2_457198,Low coverage
BeeP-11-2013_NODE_7404_length_591_cov_2_161479,Low coverage
BeeP-11-2013_NODE_7418_length_590_cov_7_013645,Low coverage
BeeP-11-2013_NODE_7419_length_590_cov_4_469786,Low coverage
BeeP-11-2013_NODE_7422_length_590_cov_3_711501,Low coverage
BeeP-11-2013_NODE_7428_length_590_cov_3_085770,Low coverage
BeeP-11-2013_NODE_7445_length_590_cov_1_715400,Low coverage
BeeP-11-2013_NODE_7447_length_590_cov_1_561404,Low coverage
BeeP-11-2013_NODE_7453_length_590_cov_1_261209,Low coverage
BeeP-11-2013_NODE_7458_length_589_cov_4_853516,Low coverage
BeeP-11-2013_NODE_7459_length_589_cov_3_357422,Low coverage
BeeP-11-2013_NODE_7466_length_589_cov_2_187500,Low coverage
BeeP-11-2013_NODE_7472_length_589_cov_1_900391,Low coverage
BeeP-11-2013_NODE_7493_length_588_cov_2_557730,Low coverage
BeeP-11-2013_NODE_7522_length_587_cov_2_150980,Low coverage
BeeP-11-2013_NODE_7527_length_587_cov_1_700000,Low coverage
BeeP-11-2013_NODE_7531_length_587_cov_1_292157,Low coverage
BeeP-11-2013_NODE_7536_length_586_cov_4_774067,Low coverage
BeeP-11-2013_NODE_7545_length_586_cov_2_565815,Low coverage
BeeP-11-2013_NODE_7560_length_585_cov_3_564961,Low coverage
BeeP-11-2013_NODE_7569_length_585_cov_2_350394,Low coverage
BeeP-11-2013_NODE_7575_length_585_cov_1_925197,Low coverage
BeeP-11-2013_NODE_7582_length_585_cov_1_198819,Low coverage
BeeP-11-2013_NODE_7583_length_585_cov_1_135827,Low coverage
BeeP-11-2013_NODE_7595_length_584_cov_2_532544,Low coverage
BeeP-11-2013_NODE_7604_length_584_cov_1_601578,Low coverage
BeeP-11-2013_NODE_7609_length_584_cov_1_435897,Low coverage
BeeP-11-2013_NODE_7612_length_584_cov_1_220907,Low coverage
BeeP-11-2013_NODE_7615_length_584_cov_0_700197,Low coverage
BeeP-11-2013_NODE_7622_length_583_cov_3_416996,Low coverage
BeeP-11-2013_NODE_7625_length_583_cov_3_148221,Low coverage
BeeP-11-2013_NODE_7628_length_583_cov_2_780632,Low coverage
BeeP-11-2013_NODE_7633_length_583_cov_2_359684,Low coverage
BeeP-11-2013_NODE_7638_length_583_cov_1_618577,Low coverage
BeeP-11-2013_NODE_7639_length_583_cov_1_604743,Low coverage
BeeP-11-2013_NODE_7658_length_582_cov_2_819802,Low coverage
BeeP-11-2013_NODE_7663_length_582_cov_2_471287,Low coverage
BeeP-11-2013_NODE_7680_length_581_cov_4_472222,Low coverage
BeeP-11-2013_NODE_7681_length_581_cov_4_408730,Low coverage
BeeP-11-2013_NODE_7685_length_581_cov_3_166667,Low coverage
BeeP-11-2013_NODE_7687_length_581_cov_2_849206,Low coverage
BeeP-11-2013_NODE_7695_length_581_cov_2_335317,Low coverage
BeeP-11-2013_NODE_7713_length_581_cov_1_255952,Low coverage
BeeP-11-2013_NODE_7716_length_581_cov_1_083333,Low coverage
BeeP-11-2013_NODE_7737_length_580_cov_1_679920,Low coverage
BeeP-11-2013_NODE_7750_length_579_cov_3_187251,Low coverage
BeeP-11-2013_NODE_7752_length_579_cov_3_007968,Low coverage
BeeP-11-2013_NODE_7757_length_579_cov_2_563745,Low coverage
BeeP-11-2013_NODE_7763_length_579_cov_2_047809,Low coverage
BeeP-11-2013_NODE_7764_length_579_cov_1_876494,Low coverage
BeeP-11-2013_NODE_7780_length_578_cov_3_283433,Low coverage
BeeP-11-2013_NODE_7787_length_578_cov_2_491018,Low coverage
BeeP-11-2013_NODE_7789_length_578_cov_2_403194,Low coverage
BeeP-11-2013_NODE_7796_length_578_cov_1_874251,Low coverage
BeeP-11-2013_NODE_7806_length_578_cov_1_433134,Low coverage
BeeP-11-2013_NODE_7807_length_578_cov_1_413174,Low coverage
BeeP-11-2013_NODE_7812_length_577_cov_6_812000,Low coverage
BeeP-11-2013_NODE_7813_length_577_cov_6_192000,Low coverage
BeeP-11-2013_NODE_7815_length_577_cov_5_168000,Low coverage
BeeP-11-2013_NODE_7816_length_577_cov_4_138000,Low coverage
BeeP-11-2013_NODE_7821_length_577_cov_3_084000,Low coverage
BeeP-11-2013_NODE_7824_length_577_cov_2_596000,Low coverage
BeeP-11-2013_NODE_7825_length_577_cov_2_448000,Low coverage
BeeP-11-2013_NODE_7835_length_577_cov_1_678000,Low coverage
BeeP-11-2013_NODE_7843_length_577_cov_1_190000,Low coverage
BeeP-11-2013_NODE_7844_length_577_cov_1_098000,Low coverage
BeeP-11-2013_NODE_7849_length_576_cov_4_198397,Low coverage
BeeP-11-2013_NODE_7852_length_576_cov_3_320641,Low coverage
BeeP-11-2013_NODE_7856_length_576_cov_2_775551,Low coverage
BeeP-11-2013_NODE_7872_length_576_cov_1_384770,Low coverage
BeeP-11-2013_NODE_7885_length_575_cov_2_369478,Low coverage
BeeP-11-2013_NODE_7891_length_575_cov_1_734940,Low coverage
BeeP-11-2013_NODE_7893_length_575_cov_1_604418,Low coverage
BeeP-11-2013_NODE_7904_length_574_cov_3_124748,Low coverage
BeeP-11-2013_NODE_7905_length_574_cov_3_078471,Low coverage
BeeP-11-2013_NODE_7908_length_574_cov_2_569416,Low coverage
BeeP-11-2013_NODE_7914_length_574_cov_2_187123,Low coverage
BeeP-11-2013_NODE_7915_length_574_cov_2_179074,Low coverage
BeeP-11-2013_NODE_7925_length_574_cov_1_760563,Low coverage
BeeP-11-2013_NODE_7929_length_574_cov_1_098592,Low coverage
BeeP-11-2013_NODE_7937_length_573_cov_2_794355,Low coverage
BeeP-11-2013_NODE_7946_length_573_cov_2_004032,Low coverage
BeeP-11-2013_NODE_7952_length_573_cov_1_756048,Low coverage
BeeP-11-2013_NODE_7959_length_573_cov_1_465726,Low coverage
BeeP-11-2013_NODE_7963_length_573_cov_0_997984,Low coverage
BeeP-11-2013_NODE_7965_length_573_cov_0_737903,Low coverage
BeeP-11-2013_NODE_7966_length_572_cov_23_761616,Low coverage
BeeP-11-2013_NODE_7973_length_572_cov_3_856566,Low coverage
BeeP-11-2013_NODE_7975_length_572_cov_3_642424,Low coverage
BeeP-11-2013_NODE_7984_length_572_cov_2_987879,Low coverage
BeeP-11-2013_NODE_7987_length_572_cov_2_646465,Low coverage
BeeP-11-2013_NODE_8001_length_572_cov_1_450505,Low coverage
BeeP-11-2013_NODE_8002_length_572_cov_1_408081,Low coverage
BeeP-11-2013_NODE_8006_length_572_cov_1_119192,Low coverage
BeeP-11-2013_NODE_8013_length_571_cov_6_506073,Low coverage
BeeP-11-2013_NODE_8014_length_571_cov_5_149798,Low coverage
BeeP-11-2013_NODE_8018_length_571_cov_3_589069,Low coverage
BeeP-11-2013_NODE_8019_length_571_cov_3_457490,Low coverage
BeeP-11-2013_NODE_8022_length_571_cov_2_967611,Low coverage
BeeP-11-2013_NODE_8027_length_571_cov_1_987854,Low coverage
BeeP-11-2013_NODE_8032_length_571_cov_1_846154,Low coverage
BeeP-11-2013_NODE_8037_length_571_cov_1_433198,Low coverage
BeeP-11-2013_NODE_8038_length_571_cov_1_006073,Low coverage
BeeP-11-2013_NODE_8039_length_570_cov_7_551724,Low coverage
BeeP-11-2013_NODE_8043_length_570_cov_4_900609,Low coverage
BeeP-11-2013_NODE_8048_length_570_cov_2_780933,Low coverage
BeeP-11-2013_NODE_8054_length_570_cov_2_144016,Low coverage
BeeP-11-2013_NODE_8063_length_570_cov_1_651116,Low coverage
BeeP-11-2013_NODE_8077_length_569_cov_2_599593,Low coverage
BeeP-11-2013_NODE_8089_length_569_cov_1_884146,Low coverage
BeeP-11-2013_NODE_8092_length_569_cov_1_611789,Low coverage
BeeP-11-2013_NODE_8094_length_569_cov_1_500000,Low coverage
BeeP-11-2013_NODE_8112_length_568_cov_2_008147,Low coverage
BeeP-11-2013_NODE_8114_length_568_cov_1_885947,Low coverage
BeeP-11-2013_NODE_8121_length_568_cov_1_439919,Low coverage
BeeP-11-2013_NODE_8123_length_568_cov_1_321792,Low coverage
BeeP-11-2013_NODE_8124_length_568_cov_1_276986,Low coverage
BeeP-11-2013_NODE_8127_length_568_cov_1_042770,Low coverage
BeeP-11-2013_NODE_8129_length_568_cov_0_771894,Low coverage
BeeP-11-2013_NODE_8134_length_567_cov_3_079592,Low coverage
BeeP-11-2013_NODE_8138_length_567_cov_2_814286,Low coverage
BeeP-11-2013_NODE_8143_length_567_cov_2_318367,Low coverage
BeeP-11-2013_NODE_8155_length_567_cov_1_642857,Low coverage
BeeP-11-2013_NODE_8156_length_567_cov_1_634694,Low coverage
BeeP-11-2013_NODE_8165_length_566_cov_4_858896,Low coverage
BeeP-11-2013_NODE_8166_length_566_cov_3_846626,Low coverage
BeeP-11-2013_NODE_8168_length_566_cov_3_292434,Low coverage
BeeP-11-2013_NODE_8173_length_566_cov_2_380368,Low coverage
BeeP-11-2013_NODE_8176_length_566_cov_2_063395,Low coverage
BeeP-11-2013_NODE_8187_length_565_cov_3_704918,Low coverage
BeeP-11-2013_NODE_8195_length_565_cov_2_760246,Low coverage
BeeP-11-2013_NODE_8207_length_565_cov_1_838115,Low coverage
BeeP-11-2013_NODE_8209_length_565_cov_1_663934,Low coverage
BeeP-11-2013_NODE_8211_length_565_cov_1_592213,Low coverage
BeeP-11-2013_NODE_8217_length_565_cov_0_967213,Low coverage
BeeP-11-2013_NODE_8220_length_564_cov_3_907598,Low coverage
BeeP-11-2013_NODE_8223_length_564_cov_2_811088,Low coverage
BeeP-11-2013_NODE_8224_length_564_cov_2_462012,Low coverage
BeeP-11-2013_NODE_8225_length_564_cov_2_371663,Low coverage
BeeP-11-2013_NODE_8228_length_564_cov_2_287474,Low coverage
BeeP-11-2013_NODE_8229_length_564_cov_2_193018,Low coverage
BeeP-11-2013_NODE_8238_length_564_cov_1_550308,Low coverage
BeeP-11-2013_NODE_8239_length_564_cov_1_525667,Low coverage
BeeP-11-2013_NODE_8244_length_564_cov_1_347023,Low coverage
BeeP-11-2013_NODE_8247_length_564_cov_0_913758,Low coverage
BeeP-11-2013_NODE_8254_length_563_cov_2_960905,Low coverage
BeeP-11-2013_NODE_8255_length_563_cov_2_884774,Low coverage
BeeP-11-2013_NODE_8259_length_563_cov_2_602881,Low coverage
BeeP-11-2013_NODE_8261_length_563_cov_2_452675,Low coverage
BeeP-11-2013_NODE_8265_length_563_cov_2_109053,Low coverage
BeeP-11-2013_NODE_8266_length_563_cov_2_072016,Low coverage
BeeP-11-2013_NODE_8284_length_562_cov_6_595876,Low coverage
BeeP-11-2013_NODE_8286_length_562_cov_3_478351,Low coverage
BeeP-11-2013_NODE_8289_length_562_cov_2_934021,Low coverage
BeeP-11-2013_NODE_8294_length_562_cov_2_511340,Low coverage
BeeP-11-2013_NODE_8305_length_562_cov_1_501031,Low coverage
BeeP-11-2013_NODE_8313_length_561_cov_4_097107,Low coverage
BeeP-11-2013_NODE_8324_length_561_cov_2_216942,Low coverage
BeeP-11-2013_NODE_8352_length_560_cov_1_679089,Low coverage
BeeP-11-2013_NODE_8355_length_560_cov_1_559006,Low coverage
BeeP-11-2013_NODE_8362_length_560_cov_1_211180,Low coverage
BeeP-11-2013_NODE_8370_length_559_cov_3_035270,Low coverage
BeeP-11-2013_NODE_8384_length_559_cov_1_979253,Low coverage
